pharmacy_id,pharmacy_name,drug_name,category,manufacturer,unit_price_inr,stock_qty,otc_or_rx
PH006,Borivali Apollo Pharmacy,Temaz 20mg Capsule,Gastrointestinal,Alpic Remedies Ltd,3.54,219,OTC
PH006,Borivali Apollo Pharmacy,Dialoz D 10mg/20mg Capsule SR,Gastrointestinal,Dial Pharmaceuticals Pvt Ltd,6.48,54,OTC
PH006,Borivali Apollo Pharmacy,Cotrip-H Tablet,Neurological,Consern Pharma Limited,3.88,165,Rx
PH006,Borivali Apollo Pharmacy,Anxiclo 0.5mg Tablet MD,Neurological,Apostle Remedies,2.13,128,Rx
PH006,Borivali Apollo Pharmacy,Lonazit Plus 0.5mg/10mg Tablet,Neurological,Progressive Life Care,10.18,84,Rx
PH006,Borivali Apollo Pharmacy,Gabapoint NT 400mg/10mg Tablet,Neurological,Erzek Pharmaceuticals Pvt Ltd,25.38,132,Rx
PH006,Borivali Apollo Pharmacy,Latilin 10mg Tablet,Neurological,La Pharmaceuticals,1.6,91,Rx
PH006,Borivali Apollo Pharmacy,Zolorest-FX Tablet,Neurological,Focus Healthcare,7.25,198,Rx
PH006,Borivali Apollo Pharmacy,Loprazam Forte Tablet,Neurological,Hetero Healthcare Limited,15.12,46,Rx
PH006,Borivali Apollo Pharmacy,Clonarey 2mg Tablet,Neurological,Wallrey Pharmaceuticals,6.32,34,Rx
PH006,Borivali Apollo Pharmacy,Ecitelo 5mg Tablet,Neurological,Mankind Pharma Ltd,5.58,128,Rx
PH006,Borivali Apollo Pharmacy,Yescam 10mg Tablet,Neurological,Exelife Biotech Pvt Ltd,7.82,187,Rx
PH006,Borivali Apollo Pharmacy,Gabagest NT 400mg/10mg Tablet,Neurological,Medmom Pharmaceuticals LLP,20.01,233,Rx
PH006,Borivali Apollo Pharmacy,Halotil 10mg Tablet,Neurological,Ivy Healthcare,7.44,20,Rx
PH006,Borivali Apollo Pharmacy,Tricita 5mg Tablet,Neurological,Jagsam Pharma,6.08,121,Rx
PH006,Borivali Apollo Pharmacy,Estavin-Plus 0.5mg/10mg Tablet,Neurological,Gavins Pharma Pvt Ltd,12.18,152,Rx
PH006,Borivali Apollo Pharmacy,Prebag-NT Tablet,Neurological,AAR ESS Remedies Pvt Ltd,32.1,45,Rx
PH006,Borivali Apollo Pharmacy,Nexito LS Tablet,Neurological,Sun Pharmaceutical Industries Ltd,16.59,95,Rx
PH006,Borivali Apollo Pharmacy,Zepam 0.5mg Tablet MD,Neurological,Psycormedies,3.44,109,Rx
PH006,Borivali Apollo Pharmacy,ONA 0.25mg Tablet MD,Neurological,D D Pharmaceuticals,1.43,105,Rx
PH006,Borivali Apollo Pharmacy,Juvigen-G 300mg/500mcg Tablet,Neurological,Zenacts Pharma,10.02,79,Rx
PH006,Borivali Apollo Pharmacy,Gably 75mg Tablet,Neurological,Diligence Pharma,9.18,212,Rx
PH006,Borivali Apollo Pharmacy,MD Fast 10mg Tablet,Neurological,Unistar Biotech Ltd,9.28,5,Rx
PH006,Borivali Apollo Pharmacy,StayHappi Fluoxetine 20mg Capsule,Neurological,Sarvagunaushdhi Pvt Ltd,0.92,34,Rx
PH006,Borivali Apollo Pharmacy,Coxito-S 10 Tablet,Neurological,Kivi Labs Ltd,8.93,168,Rx
PH006,Borivali Apollo Pharmacy,Jolivel 5mg Tablet,Neurological,Torrent Pharmaceuticals Ltd,4.15,169,Rx
PH006,Borivali Apollo Pharmacy,Seglin NT 75mg/10mg Tablet,Neurological,Seguro Lifesciences Private Limited,21.08,75,Rx
PH006,Borivali Apollo Pharmacy,Neuron M 75mg Tablet,Neurological,AGM Biotec,10.61,194,Rx
PH006,Borivali Apollo Pharmacy,DR Best Clonazepam 0.5 Tablet,Neurological,DR Best pharmaceuticals Pvt Ltd,2.01,126,Rx
PH006,Borivali Apollo Pharmacy,Nervibrain 100mg Tablet,Neurological,KC Laboratories,13.47,28,Rx
PH006,Borivali Apollo Pharmacy,Talo 10 Tablet,Neurological,Rishab Healthcare pvt. Ltd.,5.58,86,Rx
PH006,Borivali Apollo Pharmacy,Clozmet 1 MD Tablet,Neurological,Emocare,3.68,45,Rx
PH006,Borivali Apollo Pharmacy,Zecita Plus 10 Tablet,Neurological,Vyomax Lifesciences Pvt Ltd,9.76,111,Rx
PH006,Borivali Apollo Pharmacy,Eminaz 0.25mg Tablet,Neurological,Emenox Healthcare,1.77,144,Rx
PH006,Borivali Apollo Pharmacy,Dedep 20mg Tablet,Neurological,S P Pharma,2.29,84,Rx
PH006,Borivali Apollo Pharmacy,Aknerv-G Tablet,Neurological,Akmed Biotech,12.42,133,Rx
PH006,Borivali Apollo Pharmacy,Censpram 20 Tablet,Neurological,USV Ltd,14.27,93,Rx
PH006,Borivali Apollo Pharmacy,Lukobal-NT Tablet,Neurological,Henin Lukinz Pvt Ltd,14.39,32,Rx
PH006,Borivali Apollo Pharmacy,Thyrid 50mcg Tablet,Hormonal,In Med Therapeutics,1.08,125,Rx
PH006,Borivali Apollo Pharmacy,Euthyrox 75 Tablet,Hormonal,Merck Ltd,1.52,169,Rx
PH006,Borivali Apollo Pharmacy,Rexusnorm 100 Tablet,Hormonal,Rexus Healthcare,1.43,121,Rx
PH006,Borivali Apollo Pharmacy,Sunthyroid 100mcg Tablet,Hormonal,Akumentis Healthcare Ltd,24.47,114,Rx
PH006,Borivali Apollo Pharmacy,Healtroxin 125mcg Tablet,Hormonal,Healing Pharma India Pvt Ltd,1.54,200,Rx
PH006,Borivali Apollo Pharmacy,Thyronorm 25mcg Tablet,Hormonal,Abbott,1.54,10,Rx
PH006,Borivali Apollo Pharmacy,Thyroup 50 Tablet,Hormonal,Lupin Ltd,1.17,246,Rx
PH006,Borivali Apollo Pharmacy,Thyramax 75mcg Tablet,Hormonal,Astonea Labs Private Limited,1.26,126,Rx
PH006,Borivali Apollo Pharmacy,Thyramax 150mcg Tablet,Hormonal,Astonea Labs Private Limited,1.49,142,Rx
PH006,Borivali Apollo Pharmacy,L-Thyro 25 Tablet,Hormonal,Zargan Healthcare,1.21,151,Rx
PH006,Borivali Apollo Pharmacy,Thyronorm 88mcg Tablet,Hormonal,Abbott,2.0,136,Rx
PH006,Borivali Apollo Pharmacy,Thyronil 150mcg Tablet,Hormonal,East West Pharma,1.5,189,Rx
PH006,Borivali Apollo Pharmacy,Thyrocare 50mcg Tablet,Hormonal,Elder Pharmaceuticals Ltd,1.07,194,Rx
PH006,Borivali Apollo Pharmacy,Thyroban 50mcg Tablet,Hormonal,Bangalore Antibiotics & Biologicals Pvt Ltd,1.16,174,Rx
PH006,Borivali Apollo Pharmacy,Thyrotreat 100mcg Tablet,Hormonal,Treatwell Pharma,1.27,156,Rx
PH006,Borivali Apollo Pharmacy,Euthyrox 100 Tablet,Hormonal,Merck Ltd,1.51,242,Rx
PH006,Borivali Apollo Pharmacy,Thyroblu 25mcg Tablet,Hormonal,Bluewaterresearch,1.11,128,Rx
PH006,Borivali Apollo Pharmacy,Thyrocloud 75 Tablet,Hormonal,Mendcure Life Sciences Pvt Ltd,1.48,175,Rx
PH006,Borivali Apollo Pharmacy,Thyrox 75 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,1.83,47,Rx
PH006,Borivali Apollo Pharmacy,Thyrolix 100mcg Tablet,Hormonal,Elixir Life Care Pvt Ltd,1.26,63,Rx
PH006,Borivali Apollo Pharmacy,Thyroquik 88mcg Tablet,Hormonal,Vats Biotech Pvt Ltd,1.55,38,Rx
PH006,Borivali Apollo Pharmacy,Thyrosoft 50mcg Tablet,Hormonal,Hauz Pharma Pvt Ltd,0.96,25,Rx
PH006,Borivali Apollo Pharmacy,Thyrox 12.5 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,1.72,12,Rx
PH006,Borivali Apollo Pharmacy,Thyroup 175mcg Tablet,Hormonal,Lupin Ltd,1.19,48,Rx
PH006,Borivali Apollo Pharmacy,Lethyrox 100 Tablet,Hormonal,Intas Pharmaceuticals Ltd,1.59,57,Rx
PH006,Borivali Apollo Pharmacy,Thyrozip 75mcg Tablet,Hormonal,Remedial Healthcare,1.62,52,Rx
PH006,Borivali Apollo Pharmacy,Thyropic 100mcg Tablet,Hormonal,Puremed Biotech,1.38,61,Rx
PH006,Borivali Apollo Pharmacy,Thyrosoft 25mcg Tablet,Hormonal,Hauz Pharma Pvt Ltd,1.37,24,Rx
PH006,Borivali Apollo Pharmacy,Eltroxin 75mcg Tablet,Hormonal,Glaxo SmithKline Pharmaceuticals Ltd,1.72,130,Rx
PH006,Borivali Apollo Pharmacy,Thyrox 150 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,2.0,116,Rx
PH006,Borivali Apollo Pharmacy,Thyramax 50mcg Tablet,Hormonal,Astonea Labs Private Limited,0.99,25,Rx
PH006,Borivali Apollo Pharmacy,Thyroprime 75mcg Tablet,Hormonal,Primus Remedies Pvt Ltd,1.32,24,Rx
PH006,Borivali Apollo Pharmacy,L-Thyro 75 Tablet,Hormonal,Zargan Healthcare,1.45,72,Rx
PH006,Borivali Apollo Pharmacy,Euthyroid 100 Tablet,Hormonal,Akumentis Healthcare Ltd,33.6,64,Rx
PH006,Borivali Apollo Pharmacy,Thyroup 150 Tablet,Hormonal,Lupin Ltd,1.93,85,Rx
PH006,Borivali Apollo Pharmacy,Asthacure Plus Tablet,Respiratory,Swiss Pharma Pvt Ltd,1.06,242,OTC
PH006,Borivali Apollo Pharmacy,Nebzmart FB 1mg Smartules 2ml,Respiratory,Glenmark Pharmaceuticals Ltd,57.31,117,OTC
PH006,Borivali Apollo Pharmacy,Triballi LS Syrup,Respiratory,Ancient Life Sciences,0.8,205,OTC
PH006,Borivali Apollo Pharmacy,Arnikof LS Syrup,Respiratory,Arnee Life Science,0.87,146,OTC
PH006,Borivali Apollo Pharmacy,Alrocuf LS Syrup,Respiratory,Alrosa Pharmaceuticals Pvt Ltd,0.77,172,OTC
PH006,Borivali Apollo Pharmacy,Kufstil Syrup,Respiratory,SBS Biosciences,0.84,138,OTC
PH006,Borivali Apollo Pharmacy,Durabec Breath Inhaler,Respiratory,Raptakos Brett & Co Ltd,6.0,29,OTC
PH006,Borivali Apollo Pharmacy,Flozone 6mcg/250mcg Inhaler,Respiratory,Systacare Remedies,4.12,145,OTC
PH006,Borivali Apollo Pharmacy,Cheston LS Syrup Sugar Free,Respiratory,Cipla Ltd,1.07,47,OTC
PH006,Borivali Apollo Pharmacy,Formicort-FT Capsule,Respiratory,Menrik Biomerge Pvt Ltd,11.17,135,OTC
PH006,Borivali Apollo Pharmacy,Combimist-L CFC Free Inhaler,Respiratory,Zydus Cadila,1.85,203,OTC
PH006,Borivali Apollo Pharmacy,Coffson LS Syrup,Respiratory,Alson Pharma Private Limited,0.71,103,OTC
PH006,Borivali Apollo Pharmacy,Budesule 0.5mg Respules,Respiratory,Windlas Biotech Ltd,13.7,219,OTC
PH006,Borivali Apollo Pharmacy,Formonide 400 Novocart,Respiratory,Zydus Cadila,5.3,48,OTC
PH006,Borivali Apollo Pharmacy,Formonide 100 Inhaler,Respiratory,Zydus Cadila,2.15,65,OTC
PH006,Borivali Apollo Pharmacy,Salbuton 4 Tablet,Respiratory,PLG Pharmaceutical,4.11,245,OTC
PH006,Borivali Apollo Pharmacy,Pulmosmart 400 Pulmicaps,Respiratory,Alkem Laboratories Ltd,6.73,191,OTC
PH006,Borivali Apollo Pharmacy,Duojet LD 0.63mg/500mcg Respules,Respiratory,Brinton Pharmaceuticals Pvt Ltd,7.15,233,OTC
PH006,Borivali Apollo Pharmacy,Etabol Tablet,Respiratory,Hamax Pharmaceuticals,1.18,82,OTC
PH006,Borivali Apollo Pharmacy,Ambrosal LS Syrup,Respiratory,Capri Pharmaceuticals,0.66,205,OTC
PH006,Borivali Apollo Pharmacy,Formonide 6mcg/100mcg Respicap,Respiratory,Zydus Cadila,4.68,58,OTC
PH006,Borivali Apollo Pharmacy,Duolin Forte Inhaler,Respiratory,Cipla Ltd,2.11,131,OTC
PH006,Borivali Apollo Pharmacy,Magnakof-LS Syrup,Respiratory,Mankind Pharma Ltd,1.11,115,OTC
PH006,Borivali Apollo Pharmacy,Cofsy LS Oral Drops,Respiratory,Skymax Life Science Pvt Ltd,3.16,222,OTC
PH006,Borivali Apollo Pharmacy,Foracort Inhaler 200,Respiratory,Cipla Ltd,3.59,90,OTC
PH006,Borivali Apollo Pharmacy,Aerozest 0.31mg Respules (2.5 ml each),Respiratory,Macleods Pharmaceuticals Pvt Ltd,2.81,129,OTC
PH006,Borivali Apollo Pharmacy,Levobrex Kid Syrup,Respiratory,Agex Laboratories Pvt Ltd,1.19,48,OTC
PH006,Borivali Apollo Pharmacy,Pediakof LS Syrup,Respiratory,Medmate Life Science Private,1.08,158,OTC
PH006,Borivali Apollo Pharmacy,Respire Syrup,Respiratory,Meditouch Wellness,0.99,60,OTC
PH006,Borivali Apollo Pharmacy,Unicontin-E 400 Tablet CR,Respiratory,Modi Mundi Pharma Pvt Ltd,20.0,47,OTC
PH006,Borivali Apollo Pharmacy,Budesal 1mg Respule 2ml,Respiratory,Cipla Ltd,51.65,135,OTC
PH006,Borivali Apollo Pharmacy,Bio Cal-D 1000mg/200IU Tablet,Supplement,Bio Drugs Laboratories Pvt Ltd,2.4,57,OTC
PH006,Borivali Apollo Pharmacy,Axifer 100mg Injection,Supplement,Medihealth Lifesciences Pvt. Ltd.,87.64,172,Rx
PH006,Borivali Apollo Pharmacy,Thiamo 100mg Injection,Supplement,Remark Healthcare,28.15,223,Rx
PH006,Borivali Apollo Pharmacy,NVM-LC Tablet,Supplement,Seagull Pharmaceutical Pvt Ltd,18.53,208,OTC
PH006,Borivali Apollo Pharmacy,Ferofe 100mg Injection,Supplement,Alive Healthcare,8.18,210,Rx
PH006,Borivali Apollo Pharmacy,New Sunbless C Tablet,Supplement,Zydus Cadila,14.92,28,OTC
PH006,Borivali Apollo Pharmacy,Zincobus 100mg Injection,Supplement,Globus Remedies Ltd,249.16,91,Rx
PH006,Borivali Apollo Pharmacy,Uniron S 100mg Injection,Supplement,Unijules Life Science Ltd,232.44,219,Rx
PH006,Borivali Apollo Pharmacy,Folifred Tablet,Supplement,Fredun Pharmaceuticals Limited,1.5,185,OTC
PH006,Borivali Apollo Pharmacy,H 2 T-Active Injection,Supplement,Uvkan Healthcare Pvt Ltd,87.91,214,Rx
PH006,Borivali Apollo Pharmacy,Rolifol-Dha Softgel Capsule,Supplement,Rollick Healthcare Pvt Ltd,15.07,20,OTC
PH006,Borivali Apollo Pharmacy,Hibone-D Oral Drops,Supplement,Salsim Pharma Pvt Ltd,3.48,35,OTC
PH006,Borivali Apollo Pharmacy,Dobce 500mg Capsule,Supplement,Dermakare Pharmaceuticals Pvt Ltd,14.69,244,OTC
PH006,Borivali Apollo Pharmacy,Hemifill 50mg Injection,Supplement,Remedial Healthcare,77.51,169,Rx
PH006,Borivali Apollo Pharmacy,Ferhance Tablet,Supplement,Hegde and Hegde Pharmaceutical LLP,9.18,188,OTC
PH006,Borivali Apollo Pharmacy,Vezfer 100mg Injection,Supplement,Vesnik Molecules,53.74,53,Rx
PH006,Borivali Apollo Pharmacy,Irovis Injection,Supplement,Dolvis Bio Pharma Pvt Ltd,56.31,103,Rx
PH006,Borivali Apollo Pharmacy,Trinurosol HP 1000mg Injection,Supplement,Wockhardt Ltd,10.86,39,Rx
PH006,Borivali Apollo Pharmacy,Feromaxx 100mg Injection,Supplement,Maxx Farmacia (India) Lip,49.35,129,Rx
PH006,Borivali Apollo Pharmacy,Fenora-S 100mg Injection,Supplement,Neiss Labs Pvt Ltd,263.63,203,Rx
PH006,Borivali Apollo Pharmacy,Asthim 50mg Injection,Supplement,Aspen Pharma,5.84,138,Rx
PH006,Borivali Apollo Pharmacy,Ferixym 500mg Injection,Supplement,Zydus Cadila,1732.97,80,Rx
PH006,Borivali Apollo Pharmacy,Ostabar Tablet,Supplement,JVG Pharmaceuticals,13.5,177,OTC
PH006,Borivali Apollo Pharmacy,I Ten 100mg Injection,Supplement,Feron Healthcare Pvt Ltd,51.98,89,Rx
PH006,Borivali Apollo Pharmacy,Fastovorin 50mg Injection,Supplement,Alkem Laboratories Ltd,329.13,61,Rx
PH006,Borivali Apollo Pharmacy,Imec 20mg Injection,Supplement,I.I.F.A Health Care,60.01,127,Rx
PH006,Borivali Apollo Pharmacy,Dyferol 100mg Injection,Supplement,Medna Biotech Private Limited,257.26,248,Rx
PH006,Borivali Apollo Pharmacy,Calhunt Tablet,Supplement,Medgrow Health Care,9.08,165,OTC
PH006,Borivali Apollo Pharmacy,Nurox Injection,Supplement,Insta Care Lifescience,56.53,60,Rx
PH006,Borivali Apollo Pharmacy,CV 60K Softgel Capsule,Supplement,Carevale Pharmaceuticals,23.66,172,OTC
PH006,Borivali Apollo Pharmacy,Carbova 50mg Injection,Supplement,Gnova Biotech,78.01,148,Rx
PH006,Borivali Apollo Pharmacy,Betsalic Lotion,Dermatological,East West Pharma,2.75,12,OTC
PH006,Borivali Apollo Pharmacy,Solubin C Eye Drop,Dermatological,Perk Pharmaceuticals Ltd,2.93,134,OTC
PH006,Borivali Apollo Pharmacy,Danket Shampoo,Dermatological,Dermo Care Laboratories,3.13,230,OTC
PH006,Borivali Apollo Pharmacy,Decdan B 4mg/ml Injection,Dermatological,Wockhardt Ltd,5.11,206,Rx
PH006,Borivali Apollo Pharmacy,Ketza Soap,Dermatological,Pluzine Healthcare,1.17,22,OTC
PH006,Borivali Apollo Pharmacy,Betaderm Z Cream,Dermatological,P and  P Dermaceuticals Pvt Ltd,3.36,215,OTC
PH006,Borivali Apollo Pharmacy,Clc N Cream,Dermatological,Symbiosis Pharmaceuticals Pvt Ltd,3.27,100,OTC
PH006,Borivali Apollo Pharmacy,Clorap S Ointment,Dermatological,Rapross Pharmaceuticals Pvt Ltd,6.87,160,OTC
PH006,Borivali Apollo Pharmacy,Alerkim Forte 1mg Tablet,Dermatological,Kim Lab,0.68,0,OTC
PH006,Borivali Apollo Pharmacy,Keygraf 1 Capsule,Dermatological,Anthem Biopharma,41.75,21,OTC
PH006,Borivali Apollo Pharmacy,Betagel,Dermatological,Micro Labs Ltd,0.59,148,OTC
PH006,Borivali Apollo Pharmacy,Canazole Dusting Powder,Dermatological,Lupin Ltd,1.23,78,OTC
PH006,Borivali Apollo Pharmacy,Tcoglob 5mg Capsule,Dermatological,Globela Pharma Pvt Ltd,176.69,119,OTC
PH006,Borivali Apollo Pharmacy,Clolite S Lotion,Dermatological,La Med India,3.41,175,OTC
PH006,Borivali Apollo Pharmacy,Clofresh GM Neo Cream,Dermatological,Smart Laboratories Pvt Ltd,4.41,55,OTC
PH006,Borivali Apollo Pharmacy,Clobesol-N Cream,Dermatological,Kiansons Formulation Pvt Ltd,3.16,247,OTC
PH006,Borivali Apollo Pharmacy,Clotax S Cream,Dermatological,Biocorp Life Sciences Pvt Ltd,3.58,156,OTC
PH006,Borivali Apollo Pharmacy,Candid KZ Soap,Dermatological,Glenmark Pharmaceuticals Ltd,2.28,76,OTC
PH006,Borivali Apollo Pharmacy,Keto Cream,Dermatological,Med Manor Organics Pvt Ltd,7.74,1,OTC
PH006,Borivali Apollo Pharmacy,Kezol Lotion,Dermatological,West-Coast Pharmaceutical Works Ltd,1.99,224,OTC
PH006,Borivali Apollo Pharmacy,Praisvate S 6 Ointment,Dermatological,Praise Pharma,5.22,37,OTC
PH006,Borivali Apollo Pharmacy,Monovate Lotion,Dermatological,Mefro Pharmaceuticals Pvt Ltd,1.2,19,OTC
PH006,Borivali Apollo Pharmacy,Momeflo Nasal Spray,Dermatological,Lupin Ltd,44.13,188,OTC
PH006,Borivali Apollo Pharmacy,Moldex Ointment,Dermatological,Medix Biocare,4.53,223,OTC
PH006,Borivali Apollo Pharmacy,Canazole 1% Ear Drop,Dermatological,Lupin Ltd,1.6,194,OTC
PH006,Borivali Apollo Pharmacy,Salobet Ointment,Dermatological,Mohrish Pharmaceuticals,6.03,162,OTC
PH006,Borivali Apollo Pharmacy,Ketonol Scalp Solution,Dermatological,Nanz Med Science Pharma Ltd,2.52,143,OTC
PH006,Borivali Apollo Pharmacy,Geoderm G Cream,Dermatological,Geolife Sciences,2.34,112,OTC
PH006,Borivali Apollo Pharmacy,Xerofung-C Dusting Powder,Dermatological,Dermajoint India,3.41,202,OTC
PH006,Borivali Apollo Pharmacy,Momocort 0.1% Cream,Dermatological,MDC Pharmaceuticals  Pvt Ltd,4.62,242,OTC
PH006,Borivali Apollo Pharmacy,Clonova 0.05% Cream,Dermatological,Rhine Biogenics Pvt Ltd,2.8,157,OTC
PH006,Borivali Apollo Pharmacy,Clonate Lotion,Dermatological,Hegde and Hegde Pharmaceutical LLP,6.65,47,OTC
PH007,Thane City Chemist,Justaday Capsule,Analgesic,Tas Med India Pvt Ltd,9.96,85,OTC
PH007,Thane City Chemist,Rapinac 25mg Injection,Analgesic,Varun Life Sciences Pvt Ltd,4.97,205,Rx
PH007,Thane City Chemist,Assmol 100mg/325mg Tablet,Analgesic,Assign Drug Industries Pvt Ltd,4.06,176,OTC
PH007,Thane City Chemist,Aester-P Oral Suspension,Analgesic,Alester Pharma Pvt Ltd,0.95,159,OTC
PH007,Thane City Chemist,Fenobax SP 100mg/325mg/15mg Tablet,Analgesic,Baxton Pharmacia,7.37,234,OTC
PH007,Thane City Chemist,Fenace 125mg Oral Suspension,Analgesic,Invision Medi Sciences Pvt Ltd,0.52,2,OTC
PH007,Thane City Chemist,Ubadol-SP Tablet,Analgesic,Ubatlife Health Care,11.51,84,OTC
PH007,Thane City Chemist,Dicloryn SP 50mg/325mg/10mg Tablet,Analgesic,Aeryn Lifesciences Pvt Ltd,6.3,82,OTC
PH007,Thane City Chemist,Thermaset DS 250mg Oral Suspension,Analgesic,Orange Biotech Pvt Ltd,0.67,60,OTC
PH007,Thane City Chemist,Freemol 100mg/325mg Tablet,Analgesic,Omnimol Meditechnics Pvt Ltd,5.3,18,OTC
PH007,Thane City Chemist,Newpam Tablet,Analgesic,Medoz Pharmaceutical Pvt. Ltd,2.89,73,OTC
PH007,Thane City Chemist,M Nac 75mg Injection,Analgesic,Mediwill Life Sciences,14.95,152,Rx
PH007,Thane City Chemist,Aciz SP 100 mg/500 mg/10 mg Tablet,Analgesic,Ritz Pharma,6.22,210,OTC
PH007,Thane City Chemist,Opimol 250 Oral Suspension,Analgesic,Overseas Pharma Pvt Ltd,0.75,138,OTC
PH007,Thane City Chemist,Parapet 50mg/500mg Tablet,Analgesic,Petal Lifesciences,2.15,182,OTC
PH007,Thane City Chemist,Mobicure MR 100mg/325mg/250mg Tablet,Analgesic,Celcure Pharmaceuticals,17.93,190,OTC
PH007,Thane City Chemist,Aceford SP 100mg/325mg/15mg Tablet,Analgesic,Crossford Healthcare,8.1,50,OTC
PH007,Thane City Chemist,Fenics MR 100mg/325mg/250mg Tablet,Analgesic,Alvonics Lifesciences Pvt Ltd,8.59,49,OTC
PH007,Thane City Chemist,Napuse 250mg/10mg Tablet,Analgesic,Events Pharma,4.78,112,OTC
PH007,Thane City Chemist,Kesroclof P Oral Suspension,Analgesic,Kesrox Pharmaceuticals,1.15,165,OTC
PH007,Thane City Chemist,Acejeev-P 100mg/325mg Tablet,Analgesic,Jeevecam Lifescience Pvt Ltd,3.67,202,OTC
PH007,Thane City Chemist,Flagapar Infusion,Analgesic,Flagship Biotech International,5.88,188,OTC
PH007,Thane City Chemist,PAINE 50MG CAPSULE,Analgesic,Pharma Drugs & Chemicals,5.97,54,OTC
PH007,Thane City Chemist,Fliclo-S Tablet,Analgesic,Flanca Life Sciences,6.14,119,OTC
PH007,Thane City Chemist,Diclocas 75mg Injection,Analgesic,Casca Remedies Pvt Ltd,17.03,20,Rx
PH007,Thane City Chemist,Fepanil 120mg/5ml Syrup,Analgesic,Veritaz Healthcare Ltd,0.7,86,OTC
PH007,Thane City Chemist,Papol T 325mg/37.5mg Tablet,Analgesic,Notus Pharmaceuticals Pvt Ltd,7.51,88,OTC
PH007,Thane City Chemist,Aci-SP 100mg/500mg/15mg Tablet,Analgesic,Polard Healthcare,6.37,201,OTC
PH007,Thane City Chemist,NAC SR 150 Tablet,Analgesic,Systopic Laboratories Pvt Ltd,6.13,64,OTC
PH007,Thane City Chemist,Aclotec Plus 100 mg/500 mg Tablet,Analgesic,Targof Pure Drugs Td,2.89,3,OTC
PH007,Thane City Chemist,Fenzec 75mg Injection,Analgesic,M.M Pharma,15.05,103,Rx
PH007,Thane City Chemist,Nam Safe Plus Syrup,Analgesic,Lincoln Pharmaceuticals Ltd,0.7,213,OTC
PH007,Thane City Chemist,Ceftromez 250mg Injection,Antibiotic,Sovicare Pharmaceuticals,30.3,208,Rx
PH007,Thane City Chemist,Fusy CV 500mg/125mg Tablet,Antibiotic,Biosys Medisciences,83.2,141,Rx
PH007,Thane City Chemist,Voxquin OZ 250mg/500mg Tablet,Antibiotic,Werke Healthcare,7.78,177,Rx
PH007,Thane City Chemist,Azigrand 250mg Tablet,Antibiotic,Novalab Healthcare Pvt Ltd,12.13,118,Rx
PH007,Thane City Chemist,Kleen Gel,Antibiotic,Syswin Pharmaceuticals Pvt Ltd,7.07,206,Rx
PH007,Thane City Chemist,Levohex 500mg Tablet,Antibiotic,Hexal Pharmaceuticals,8.88,117,Rx
PH007,Thane City Chemist,Omeflox Eye Drop,Antibiotic,Entod Pharmaceuticals Ltd,9.85,165,Rx
PH007,Thane City Chemist,Ozzymycin 500mg Tablet,Antibiotic,Henry Pharmaceuticals,25.85,183,Rx
PH007,Thane City Chemist,Aglocin 500mg Tablet,Antibiotic,Egis Healthcare,4.55,12,Rx
PH007,Thane City Chemist,Metoni O Oral Suspension,Antibiotic,Seepi Pharma Pvt Ltd,1.22,36,Rx
PH007,Thane City Chemist,Polyclav-DS Tablet,Antibiotic,Macleods Pharmaceuticals Pvt Ltd,19.4,65,Rx
PH007,Thane City Chemist,Cefixwell OF Dry Syrup,Antibiotic,Everwell Pharma Pvt Ltd,3.02,25,Rx
PH007,Thane City Chemist,Cipromid TZ 300 Tablet,Antibiotic,Midas Healthcare Ltd,6.73,107,Rx
PH007,Thane City Chemist,Ofloxemm-OZ Tablet,Antibiotic,Ess Emm Pharma Pvt Ltd,7.71,149,Rx
PH007,Thane City Chemist,Auglex 500mg/125mg Tablet,Antibiotic,Unilex Lifesciences Pvt Ltd,20.22,28,Rx
PH007,Thane City Chemist,Popucef 500mg Tablet,Antibiotic,GK Medicos,45.77,157,Rx
PH007,Thane City Chemist,Ofbid OZ Tablet,Antibiotic,Aarpik Pharmaceuticals Pvt Ltd,8.47,83,Rx
PH007,Thane City Chemist,Levotran 500mg Tablet,Antibiotic,Evershine Lifesciences Pvt Ltd,7.62,143,Rx
PH007,Thane City Chemist,Raniflox OZ 200mg/500mg Tablet,Antibiotic,Renvic Lifesciences Pvt Ltd,8.37,234,Rx
PH007,Thane City Chemist,Amocrin-CV Dry Syrup,Antibiotic,Crinova Healthcare,1.88,44,Rx
PH007,Thane City Chemist,Sanzone 1000mg Injection,Antibiotic,Mediwill Life Sciences,54.86,183,Rx
PH007,Thane City Chemist,Off N ON Suspension,Antibiotic,Medisys Biotech Pvt Ltd,1.3,180,Rx
PH007,Thane City Chemist,Skaxim 500mg Tablet,Antibiotic,Skars Healthcare Pvt Ltd,7.15,72,Rx
PH007,Thane City Chemist,Kvmox 250 Capsule,Antibiotic,Kavita Pharma Chem,4.25,211,Rx
PH007,Thane City Chemist,Prifix 200mg Tablet,Antibiotic,Priya Life Science,20.99,208,Rx
PH007,Thane City Chemist,Elicef 100mg Tablet DT,Antibiotic,GRAF Laboratories Pvt Ltd,12.09,118,Rx
